,UserID,movieID and rating
334,335,"[(5114, 4.289596714292537), (116, 4.211176954259186), (2924, 4.190119938775459), (8132, 4.183920215351816), (73290, 4.181694887516857), (116897, 4.174057867633734), (1939, 4.173683211267729), (3038, 4.164842446082042), (3310, 4.155284066665056), (1948, 4.147327554947758)]"
335,336,"[(80, 4.036451889251898), (116, 4.025602714176919), (73290, 4.004590755894918), (2924, 3.9966972020171747), (2563, 3.988601330665423), (54372, 3.970734916609162), (850, 3.968922648938671), (116897, 3.9586811602343577), (3030, 3.9490169637142323), (5114, 3.9410470571338005)]"
336,337,"[(7116, 3.9480462211524063), (116897, 3.9412730773151705), (32898, 3.939723173745789), (8132, 3.9219352815669826), (26587, 3.87716901518061), (858, 3.8705678665688814), (105504, 3.8696127407022627), (6273, 3.861341497349139), (73290, 3.8590552111523433), (5121, 3.8546592119915455)]"
337,338,"[(5114, 4.388065582524457), (116, 4.361480243407238), (73290, 4.353897866078922), (1939, 4.350021907716173), (3038, 4.348420101308967), (116897, 4.342255401201572), (7116, 4.330234759841334), (2924, 4.325958044642132), (8132, 4.324076495910982), (858, 4.314623193530682)]"
338,339,"[(5114, 4.510661837533177), (116, 4.495349933933732), (3038, 4.489531478002207), (73290, 4.485305178798808), (1939, 4.472167362494479), (8132, 4.468505675355428), (116897, 4.436082541920614), (7116, 4.435139976154716), (2924, 4.433991871318441), (3030, 4.428597556743657)]"
339,340,"[(5114, 4.573295710222517), (73290, 4.550142904483576), (116, 4.537235774030807), (3038, 4.5235646103394584), (1939, 4.52296568721309), (116897, 4.5121102699778115), (8132, 4.506208073597548), (3310, 4.506016077039471), (1948, 4.497482889419432), (2924, 4.489042574663087)]"
340,341,"[(5114, 4.342889804675134), (8264, 4.338341876586033), (2924, 4.32804603955704), (116, 4.29209710310672), (1859, 4.280313116859257), (116897, 4.277759563983394), (858, 4.275866910572306), (7802, 4.272831939710581), (8132, 4.272103580602733), (6669, 4.267028326483627)]"
341,342,"[(116, 4.635194917491087), (5114, 4.6341197320567735), (73290, 4.623917718384334), (7116, 4.612085323962751), (1939, 4.61186468201465), (3038, 4.603303053035287), (2924, 4.601395226793514), (8132, 4.596304909644271), (116897, 4.593477420362845), (3310, 4.577655209855984)]"
342,343,"[(5114, 4.637479511087817), (8132, 4.605061003581218), (116, 4.598032162828361), (3038, 4.59704938547159), (73290, 4.56210328136326), (7116, 4.559490671347217), (1939, 4.548914282324584), (893, 4.530751914713877), (3310, 4.511902627361983), (1948, 4.507323183671726)]"
343,344,"[(5114, 4.4326811171977285), (116, 4.3956165185347436), (73290, 4.389613512440215), (1939, 4.377958585214474), (2924, 4.361817265473504), (116897, 4.359190130284488), (8132, 4.358592788247871), (858, 4.355874151501039), (3038, 4.351904708535182), (7116, 4.337598878684458)]"
344,345,"[(5114, 4.597424938605762), (116897, 4.5672746310664145), (116, 4.562794587328561), (1939, 4.5481173182300445), (73290, 4.543288903380968), (7116, 4.542392624671029), (3038, 4.541888707526182), (2924, 4.524208954708076), (8132, 4.523051747776835), (1948, 4.495147296723737)]"
345,346,"[(116897, 4.472465122908744), (116, 4.436868984417497), (5114, 4.430746633339141), (73290, 4.387807019956902), (8132, 4.381833448597841), (1939, 4.361159696627285), (858, 4.3564238297067845), (26729, 4.336345120290794), (8264, 4.335535635198153), (3310, 4.3314514659113375)]"
346,347,"[(5114, 4.494895659992383), (116, 4.494138969418737), (7116, 4.445099243071359), (73290, 4.441389396608096), (2924, 4.440314902357011), (8132, 4.427725679508958), (116897, 4.418073194154691), (3038, 4.3957803473391595), (1939, 4.395488927805641), (318, 4.382923829073686)]"
347,348,"[(6669, 4.328921113555925), (27803, 4.303779598083295), (7698, 4.291002746097826), (116, 4.28581181441808), (1939, 4.28465549922854), (759, 4.265560174348655), (3038, 4.265465222311557), (1948, 4.259173604715279), (80, 4.255991683963751), (116897, 4.253413417194237)]"
348,349,"[(116, 4.5041329004057475), (73290, 4.488109073149948), (5114, 4.484990156648442), (1939, 4.4719502430195055), (2924, 4.418420253158814), (3038, 4.4171248854548715), (3310, 4.417077906701653), (116897, 4.413746376232219), (8132, 4.408433094988939), (858, 4.408145203471449)]"
349,350,"[(116, 4.658395995168027), (5114, 4.639229645963124), (2924, 4.630465239794427), (1939, 4.62464737258857), (3038, 4.619923631059557), (73290, 4.614143494903905), (8132, 4.604948480873425), (3310, 4.598033051372221), (116897, 4.593872868423893), (7116, 4.586548048637557)]"
350,351,"[(5114, 4.840444349281484), (8132, 4.795541866222024), (116, 4.787017759671301), (3038, 4.776956735103741), (3310, 4.76755572272672), (73290, 4.764235378707431), (7116, 4.747800310621203), (26587, 4.742278311732738), (1939, 4.737008597378848), (318, 4.7172716649491155)]"
351,352,"[(73290, 4.407115061952351), (116, 4.399950781982824), (5114, 4.3919925008308125), (1939, 4.372556815492975), (116897, 4.36961788748121), (8132, 4.36687398150645), (2924, 4.355122032385353), (7116, 4.354252746424554), (3038, 4.3530787963273845), (858, 4.347036019753963)]"
352,353,"[(5114, 3.880506364108467), (116, 3.8705367458928444), (73290, 3.8683582880126277), (1939, 3.8364690089523705), (3038, 3.831845932074564), (7116, 3.826259674789286), (116897, 3.8193689808967473), (2924, 3.815486799882831), (8132, 3.8144704462593517), (3310, 3.7985830223915062)]"
353,354,"[(5114, 4.684971455293601), (116, 4.681661963058287), (73290, 4.658867174642989), (7116, 4.6444395599092925), (3038, 4.641641447649944), (1939, 4.640036746748521), (2924, 4.620027994426762), (3310, 4.612100481945847), (116897, 4.6092199568681975), (858, 4.606353615421409)]"
354,355,"[(116, 4.321972588358207), (5114, 4.316475068309359), (3038, 4.293615311567706), (1939, 4.293099348867975), (73290, 4.286988862549252), (2924, 4.2739220113419085), (7116, 4.269044841399303), (116897, 4.2670678384995275), (3030, 4.245972723431143), (3310, 4.241220067926269)]"
355,356,"[(73290, 4.075084996167141), (116, 4.074755904501776), (3038, 4.0646974108371525), (1939, 4.062982457937935), (5114, 3.9771830974663884), (116897, 3.9680114058655365), (93040, 3.9606897652887456), (9010, 3.9578443092742344), (8132, 3.9571397145009413), (4263, 3.946984778656647)]"
356,357,"[(7116, 5), (5114, 5), (3038, 5), (8132, 5), (2924, 5), (116, 5), (1939, 5), (73290, 5), (858, 4.989429577308001), (3310, 4.971012461402233)]"
357,358,"[(116897, 4.187056195914219), (5114, 4.177366725136455), (3038, 4.174364735182853), (73290, 4.1719028594595935), (7116, 4.165676570383067), (1948, 4.140120530428248), (6669, 4.132000712709293), (8132, 4.131640898304813), (2924, 4.127286201890935), (3030, 4.123894082578322)]"
358,359,"[(116, 4.361271268724474), (2924, 4.351861102803985), (7116, 4.350327565048215), (1939, 4.349026306964178), (73290, 4.343994394816647), (5114, 4.337476338568656), (116897, 4.330015231220881), (8132, 4.329750823336597), (3030, 4.3134019417244325), (3038, 4.311745872393922)]"
359,360,"[(5114, 4.3810537166290615), (116897, 4.375642368202894), (73290, 4.372577540466648), (116, 4.369409073291489), (3038, 4.343583056839442), (1939, 4.335456499875461), (3310, 4.32119976799368), (2924, 4.317706551469848), (858, 4.303207421661602), (8132, 4.303080601536531)]"
360,361,"[(5114, 4.6480936004623725), (116, 4.64356109418367), (8132, 4.615633400394158), (3038, 4.605348361848085), (2924, 4.601726543854241), (7116, 4.599207825224559), (73290, 4.592148366946368), (1939, 4.5903688842046), (3030, 4.570605223376334), (1948, 4.56975832645617)]"
361,362,"[(5114, 4.470021232738289), (116, 4.46963928630129), (73290, 4.458945620486305), (1939, 4.427448069736414), (2924, 4.423958241423732), (116897, 4.420690790361402), (8132, 4.410634465776772), (3038, 4.39993377663536), (3310, 4.3840839858820955), (1948, 4.3812655432369825)]"
362,363,"[(116, 4.537072725775321), (5114, 4.510557683084919), (73290, 4.4861379161480945), (7116, 4.4861173685531135), (116897, 4.4853053496233475), (1939, 4.478736375078355), (3038, 4.466608112341444), (2924, 4.465455891245052), (858, 4.461916933565266), (8132, 4.45228631097234)]"
363,364,"[(5114, 3.986265065736877), (3038, 3.9708385689585315), (1939, 3.8828316543099715), (3469, 3.862728982608488), (100714, 3.85938285576332), (106438, 3.850101820571813), (390, 3.844571382913286), (759, 3.8411689357330085), (7669, 3.8249911968121317), (26587, 3.818605459796099)]"
364,365,"[(5114, 4.795619814712407), (116, 4.7793767415567485), (1939, 4.7709726793382785), (73290, 4.758787128659474), (2924, 4.745145141235767), (8132, 4.7451023920483655), (116897, 4.740110485865823), (858, 4.733513076117061), (3310, 4.731593468254398), (7116, 4.73060499670594)]"
365,366,"[(5114, 4.46105902964087), (73290, 4.450631126947522), (116897, 4.431420669657227), (8132, 4.4312290564156145), (3038, 4.417859107750525), (3310, 4.3593987465822055), (858, 4.356189978824286), (2924, 4.353070582603106), (116, 4.347071795192461), (905, 4.341409937322033)]"
366,367,"[(73290, 4.20652542623833), (1939, 4.196139167782328), (116, 4.19464749109802), (2924, 4.183478228599673), (5114, 4.175894356074361), (116897, 4.1708932379725425), (3310, 4.159602781446687), (7116, 4.158059739392164), (858, 4.1491276389862835), (8132, 4.145982663304405)]"
367,368,"[(1939, 4.600352488811604), (5114, 4.592078609884959), (116, 4.568752260480935), (73290, 4.567132246847135), (116897, 4.564317377268638), (3038, 4.5591863947050815), (2924, 4.5175808509000674), (3310, 4.509089307613067), (858, 4.50288322875884), (8132, 4.502006415792716)]"
368,369,"[(5114, 4.5950978291387905), (116, 4.573529238770299), (73290, 4.5642870397680895), (3038, 4.554281471427289), (1939, 4.550218996008874), (8132, 4.5442311016538355), (2924, 4.528922588213536), (7116, 4.527177058194516), (116897, 4.525011310652079), (858, 4.523872817925842)]"
369,370,"[(116, 4.808961466907111), (5114, 4.786984709268371), (73290, 4.782294978587216), (3038, 4.767099373846058), (1939, 4.7622785294534165), (7116, 4.757313004499145), (116897, 4.744000063743785), (8132, 4.739792723815458), (2924, 4.730900483051262), (858, 4.729125265318793)]"
370,371,"[(5114, 4.487611095325268), (8132, 4.465968129826258), (73290, 4.463687044714877), (1939, 4.450559757335372), (2924, 4.447393276460359), (26729, 4.4463994528713275), (116897, 4.443835208486225), (1948, 4.438958377659067), (3038, 4.435227505728591), (858, 4.432774100185693)]"
371,372,"[(5114, 4.393815292157488), (1939, 4.374432391398431), (116, 4.365202641331615), (3038, 4.355685909573498), (3310, 4.352283557677794), (73290, 4.332194526248805), (2924, 4.331740004437293), (858, 4.324174616397422), (8132, 4.321175550433989), (7116, 4.318588565033746)]"
372,373,"[(116, 4.237532892346725), (5114, 4.226664044417028), (1939, 4.2201712433803955), (73290, 4.210838838849331), (3038, 4.205653515494969), (116897, 4.199096300425837), (7116, 4.193054967205551), (8132, 4.189454435506192), (1948, 4.168502100149077), (3030, 4.159980216573884)]"
373,374,"[(1939, 4.49731803218971), (116, 4.460539339770859), (3038, 4.4493822412531605), (73290, 4.401413795389497), (116897, 4.39895224717796), (3030, 4.369811394440787), (6669, 4.3673304693502715), (363, 4.354648580730872), (98491, 4.353646253696798), (3310, 4.351214365420629)]"
374,375,"[(5114, 4.397436672966789), (1939, 4.395094399257467), (73290, 4.3926231940310725), (116, 4.362776799752), (3038, 4.362526770345552), (2924, 4.348505965496218), (7116, 4.341321433283661), (3310, 4.332647961355602), (858, 4.326011073798352), (3030, 4.322709061869657)]"
375,376,"[(5114, 4.42816654361367), (116, 4.424978346868869), (3038, 4.404255377680758), (1939, 4.400203976636811), (2924, 4.398825364234435), (8132, 4.37738626756827), (116897, 4.375409297552627), (7116, 4.371886910749531), (73290, 4.365292094368266), (3310, 4.360183353209956)]"
376,377,"[(116, 4.523080869277694), (3038, 4.469857283858723), (7116, 4.458673036652058), (5114, 4.457205068517853), (3469, 4.4521749307246665), (2924, 4.434906196218449), (1939, 4.433130851238762), (858, 4.418967927532384), (3310, 4.414006790172483), (390, 4.412293872453749)]"
377,378,"[(5114, 4.008295485372208), (1939, 3.972210554594784), (73290, 3.97164577394065), (6669, 3.9611200627683534), (116, 3.953975543568084), (2924, 3.917453723246745), (858, 3.9162374154844755), (3310, 3.9012595323570562), (3030, 3.899647783203083), (7116, 3.8969935511595306)]"
378,379,"[(5114, 4.34907073657756), (116, 4.344295188962497), (73290, 4.327564384001546), (1939, 4.323937481964728), (116897, 4.307051554317324), (3030, 4.295044149504559), (8132, 4.294035348545915), (3038, 4.29267198325011), (2924, 4.2922073101439056), (7116, 4.289980603920496)]"
379,380,"[(116, 4.311054178870687), (5114, 4.298706388041273), (73290, 4.268626182186127), (3038, 4.263734979333721), (8132, 4.257642029612869), (1939, 4.256769608964576), (2924, 4.253655442202413), (7116, 4.2491620723163654), (116897, 4.247818333668585), (3310, 4.225573311978169)]"
380,381,"[(73290, 4.311226234599896), (5114, 4.297764080606442), (1939, 4.249620738811069), (116, 4.245893210161613), (8132, 4.239881575606906), (3310, 4.222822809692336), (7116, 4.208594576341034), (1948, 4.207836121334024), (318, 4.201681316718991), (116897, 4.195576374032838)]"
381,382,"[(5114, 4.1545206047105285), (116, 4.136762594751617), (8132, 4.1295096653724555), (3038, 4.110630972520077), (1939, 4.094119800151277), (3030, 4.087486332955339), (858, 4.078298325619005), (7116, 4.061542734568745), (26587, 4.054551126448421), (1948, 4.052555400858822)]"
382,383,"[(116, 4.313010069924094), (2924, 4.25682480986205), (73290, 4.24551421099055), (8132, 4.242207713742631), (1939, 4.239057772945461), (5114, 4.231382900776062), (3038, 4.229578502386956), (116897, 4.229075799003785), (858, 4.220198695343858), (3030, 4.210968121627889)]"
383,384,"[(5114, 4.263060994353769), (116, 4.234423331217162), (73290, 4.224286281313954), (7116, 4.218971643360069), (1939, 4.215460546144628), (3038, 4.209825938878307), (116897, 4.202443297234742), (2924, 4.200017712653159), (858, 4.1884823973878955), (3310, 4.175216823807645)]"
384,385,"[(5114, 4.429527499664207), (116, 4.41383535920604), (73290, 4.396871649410635), (3038, 4.3961306496770485), (1939, 4.379738455258418), (8132, 4.3693400216794265), (116897, 4.362340707314392), (2924, 4.361896628017657), (858, 4.3598902383594), (7116, 4.358253111746086)]"
385,386,"[(73290, 3.9223529543418967), (116, 3.915324942456732), (5114, 3.910849611039341), (1939, 3.89855366175105), (116897, 3.891687014456869), (3038, 3.8821464560097576), (2924, 3.875039361739806), (7116, 3.8679605388995846), (858, 3.8672796163331737), (8132, 3.8658355844324173)]"
386,387,"[(116, 4.706626656980454), (5114, 4.697313486120478), (73290, 4.687779950031106), (116897, 4.668145650446186), (8132, 4.661367635098223), (7116, 4.656123399460006), (2924, 4.656099938063013), (3310, 4.63319054205439), (1948, 4.62708757003937), (3030, 4.621119158840727)]"
387,388,"[(5114, 4.529892387313755), (116, 4.528953837092477), (73290, 4.524378255882324), (3038, 4.493751184126499), (1939, 4.491476309160799), (7116, 4.486817155512583), (2924, 4.48181977363732), (8132, 4.48027122747687), (116897, 4.472532919113783), (3310, 4.453795833842651)]"
388,389,"[(5114, 4.618153249017717), (3038, 4.586865177531291), (73290, 4.573967837056003), (116, 4.5712676363534985), (7116, 4.547421284053924), (3310, 4.544875937179446), (8132, 4.540052505078343), (1939, 4.537614188345891), (858, 4.5347246098084915), (2924, 4.527809603411888)]"
389,390,"[(116, 4.329721673257363), (5114, 4.304202056798706), (1939, 4.3032502552047545), (3038, 4.295305260834874), (73290, 4.284470249015042), (7116, 4.28062676996195), (2924, 4.280502603157893), (8132, 4.274530893018392), (116897, 4.257756029338835), (3310, 4.23780768623281)]"
390,391,"[(73290, 4.468389666302793), (3038, 4.416287352047349), (1939, 4.411507059926262), (116, 4.407313959658251), (5114, 4.385402526830108), (8132, 4.3785461908716705), (858, 4.3674207087523635), (116897, 4.358121243216445), (7116, 4.356254478732761), (2924, 4.353762583557342)]"
391,392,"[(116, 3.990861229583947), (8132, 3.961183011715826), (26587, 3.948114566726364), (7669, 3.9185141235554894), (3030, 3.915055736063167), (3469, 3.9138011741891927), (1939, 3.9106190475286886), (2924, 3.905793375519731), (116897, 3.9045165545931177), (5114, 3.902493172104194)]"
392,393,"[(5114, 4.18218017896993), (2924, 4.096786045523883), (7116, 4.0680890288993385), (3038, 4.0566269044940935), (8132, 4.046886097548109), (858, 4.045745286262187), (1939, 4.0441060793659815), (3310, 4.030135664323405), (116, 4.016445235535541), (318, 4.016381486186946)]"
393,394,"[(116, 3.736898745839398), (73290, 3.6461758069702324), (7116, 3.6229060791850074), (3030, 3.6220692126896403), (8264, 3.6027413303141764), (6273, 3.599368096678425), (3038, 3.589647501612856), (98491, 3.5702037540405054), (7767, 3.565382446500948), (105504, 3.559686565684239)]"
394,395,"[(116, 4.108434357387468), (73290, 4.091262535721805), (1939, 4.062789552780064), (3030, 4.059155428564363), (116897, 4.0386077671152405), (3038, 3.9960494927808003), (858, 3.989159247981371), (6669, 3.986596333016679), (2924, 3.980555137428173), (1948, 3.980147218288143)]"
395,396,"[(5114, 4.4025555065865145), (116, 4.385479016610385), (73290, 4.363826552223446), (3038, 4.35821553751941), (1939, 4.348827295827188), (7116, 4.343777548752845), (2924, 4.337658794815544), (116897, 4.3302584642614965), (858, 4.320786075561193), (3310, 4.318521206008131)]"
396,397,"[(5114, 4.406547776671217), (116, 4.393121773916428), (73290, 4.359562803588681), (3038, 4.343061638653673), (7116, 4.337376163987641), (1939, 4.336505751113642), (116897, 4.334488154132029), (858, 4.3237826393755965), (2924, 4.323707295611991), (3310, 4.3202864050451435)]"
397,398,"[(73290, 4.883707352724841), (5114, 4.8801068162938055), (7116, 4.877596051399588), (116, 4.846259780111481), (116897, 4.8443224723400595), (1939, 4.843784586208593), (2924, 4.840261283515119), (3038, 4.839793942899228), (8132, 4.810965359146359), (858, 4.804003729729866)]"
398,399,"[(73290, 4.09104576000903), (1939, 4.084629102254699), (3038, 4.076721736968444), (116, 4.06585711958996), (116897, 4.034978529272637), (5114, 4.028419565159667), (7116, 4.019272273994779), (2924, 4.007172651639606), (858, 3.9915014984559214), (3310, 3.9832471708863677)]"
399,400,"[(5114, 4.483775915468434), (116, 4.479212136101108), (73290, 4.461562511970709), (1939, 4.452451610254985), (3038, 4.452391752902358), (116897, 4.4395206149792426), (2924, 4.434956606541399), (8132, 4.434468218227), (7116, 4.4325342613485805), (858, 4.426221259188548)]"
400,401,"[(318, 5), (858, 5), (7502, 5), (926, 5), (1945, 5), (3030, 5), (3462, 5), (8264, 5), (26587, 5), (26729, 5)]"
401,402,"[(5114, 4.580585579941813), (116, 4.5505799642505345), (73290, 4.543249744074311), (1939, 4.541052474551055), (116897, 4.521549519668599), (8132, 4.518604890411035), (3038, 4.512206121872208), (7116, 4.50935602348539), (2924, 4.506777178048757), (3310, 4.500543742036352)]"
402,403,"[(5114, 4.680908298464942), (73290, 4.676512690854625), (2924, 4.644051134068019), (116, 4.632763927210922), (3038, 4.625034330594318), (1939, 4.611016699762028), (7116, 4.608771765424657), (116897, 4.581591371768946), (7802, 4.581035063473877), (858, 4.579373735058516)]"
403,404,"[(5114, 4.575784698312633), (8132, 4.51240717981328), (3030, 4.511484975684319), (7116, 4.483723191255536), (116, 4.478396486347207), (2924, 4.472170143214256), (1939, 4.4683343214462345), (3038, 4.467728743980123), (3310, 4.461769781815009), (116897, 4.459924248072267)]"
404,405,"[(5114, 4.560656672376147), (73290, 4.529139112184188), (3038, 4.516377458213956), (116, 4.514679222467126), (8132, 4.504236616533246), (1939, 4.4953381530493814), (7116, 4.482008802823964), (3310, 4.478055958731308), (116897, 4.475550907073374), (2924, 4.47508394051987)]"
405,406,"[(116, 4.660888659304984), (73290, 4.659231068473343), (5114, 4.657112057593235), (7116, 4.654881970812412), (1939, 4.650287694265847), (3030, 4.628334785468887), (3038, 4.619741290942678), (8132, 4.610741994775251), (26587, 4.604803783408777), (116897, 4.5957266476930245)]"
406,407,"[(116, 4.8023249847233025), (73290, 4.799150826121684), (5114, 4.790614304766196), (1939, 4.779335424785397), (116897, 4.777434025972122), (7116, 4.768050950897581), (3038, 4.761016801604024), (8132, 4.755731870314521), (2924, 4.752640827901422), (858, 4.746926253113048)]"
407,408,"[(3038, 4.378499807996532), (7116, 4.356126311356614), (1939, 4.344560285870653), (8132, 4.339198793342422), (5114, 4.335805840601412), (3030, 4.322431307885184), (73290, 4.320497248834635), (1948, 4.318612557503463), (116, 4.313264702070807), (858, 4.313224162465364)]"
408,409,"[(116, 4.804374442770959), (5114, 4.803235427898123), (8132, 4.797391184406262), (1939, 4.779374710181344), (73290, 4.764100197830446), (1948, 4.764071163734961), (858, 4.75689979910208), (3310, 4.755827952422832), (3038, 4.7551213959819645), (116897, 4.750998608418596)]"
409,410,"[(5114, 4.693262679064349), (8132, 4.62000062492482), (7116, 4.619475812790439), (3038, 4.60012050121846), (116, 4.593104569074952), (2924, 4.591501194932583), (3310, 4.580283571219125), (1939, 4.580042488276752), (858, 4.5753731764485766), (73290, 4.5655320695739645)]"
410,411,"[(5114, 4.3560591691162545), (116, 4.282633089749825), (3038, 4.2809224243049115), (8132, 4.273929189121173), (3030, 4.271446266906027), (1939, 4.265289261961411), (73290, 4.250555601254445), (3310, 4.232756423316909), (6273, 4.226375006920382), (7116, 4.222899189917249)]"
411,412,"[(5114, 4.212568778206665), (2924, 4.139308438525286), (116897, 4.136734462695591), (3038, 4.133260142634838), (3310, 4.117649058761184), (73290, 4.116679214356433), (7116, 4.115890483959843), (116, 4.108981010521275), (858, 4.101779007185712), (8132, 4.089779696331358)]"
412,413,"[(7116, 4.722983559059861), (3038, 4.716612711998066), (116, 4.711057809222921), (73290, 4.689799213233077), (5114, 4.686089094163996), (1939, 4.679437968521453), (3030, 4.674064592874917), (8132, 4.66489043007168), (1948, 4.664130440639109), (116897, 4.662993359605109)]"
413,414,"[(5114, 3.862771288605117), (3038, 3.701296726641645), (2924, 3.700765252685398), (116, 3.696473112937797), (858, 3.6959510657763386), (3310, 3.6925667718776856), (116897, 3.6914616981791384), (8132, 3.6831249472190137), (7116, 3.682133064895611), (1939, 3.680873608281338)]"
414,415,"[(5114, 4.785978420247031), (116, 4.771623437780582), (3038, 4.747191262281795), (73290, 4.7382466903930895), (1939, 4.73091569486261), (7116, 4.717648919059945), (2924, 4.713919181545107), (8132, 4.7103373017167955), (3310, 4.701703356277185), (858, 4.700557121475394)]"
415,416,"[(5114, 4.320248390837572), (116, 4.3124226799076615), (73290, 4.301098465167595), (1939, 4.290240188387301), (3038, 4.263798682176275), (7116, 4.261134273269877), (116897, 4.256372067130433), (3310, 4.254893640118896), (2924, 4.249450526671855), (858, 4.247530169246305)]"
416,417,"[(116, 4.558892696449065), (1939, 4.547830542007181), (8132, 4.5426957484027986), (5114, 4.541442812344112), (73290, 4.536659989934909), (3038, 4.535990345831527), (7116, 4.530273354932443), (2924, 4.528876251988482), (116897, 4.515985432165453), (858, 4.5089586624569495)]"
417,418,"[(116, 4.626935634329894), (5114, 4.621226974006511), (3038, 4.610320044581743), (116897, 4.601996352833217), (1939, 4.594193444600281), (73290, 4.592858839196911), (2924, 4.579998888787352), (8132, 4.577176620402606), (7116, 4.573840091980382), (858, 4.573381308392379)]"
418,419,"[(5114, 4.395655636841501), (116, 4.394785675364068), (1939, 4.369548763933838), (73290, 4.3578018240300755), (7116, 4.347244321581939), (3038, 4.340233394582589), (116897, 4.3370453656044266), (2924, 4.329839512337289), (8132, 4.328423504601086), (3310, 4.316370263026507)]"
419,420,"[(116, 4.396081022501059), (1939, 4.386816087720393), (5114, 4.379378377126395), (73290, 4.376579932118906), (3038, 4.37078887776464), (8132, 4.358439909598748), (116897, 4.34871038966935), (7116, 4.34621141978245), (3030, 4.3431025459309245), (2924, 4.340919206870646)]"
420,421,"[(5114, 4.010358812427408), (73290, 3.941267223963775), (3038, 3.9348270713694746), (8132, 3.934416150783853), (1939, 3.9342740304589707), (116, 3.932831456467838), (858, 3.914833255211921), (2924, 3.9137691176540415), (116897, 3.909548395718755), (3310, 3.901010065599409)]"
421,422,"[(116, 4.682344123950154), (1939, 4.660956356864762), (2924, 4.649905377354324), (5114, 4.649006584196493), (3038, 4.646197346700392), (73290, 4.64408475979868), (8132, 4.625606220725133), (7116, 4.620250760828045), (116897, 4.6098141822478444), (1948, 4.585434860182929)]"
422,423,"[(116, 4.351132954405271), (5114, 4.346571037321045), (8132, 4.326255707585271), (3038, 4.325684439845383), (7116, 4.323700102086542), (2924, 4.322264175287457), (1939, 4.313922787561702), (73290, 4.3024276923416584), (116897, 4.283910893578473), (905, 4.2640957922315685)]"
423,424,"[(5114, 3.9819926936061862), (1939, 3.967392125216506), (7116, 3.9475372447280046), (116, 3.9270659105686097), (73290, 3.9248389516746194), (3030, 3.913366242558245), (3038, 3.9125152040508007), (8132, 3.908292532870595), (858, 3.887892878647875), (2924, 3.8822621410393827)]"
424,425,"[(1939, 4.015145254554813), (5114, 4.013728862214823), (73290, 4.012927765796393), (116, 4.011537827328097), (3038, 4.006715496460545), (7116, 4.0038863531989515), (8132, 3.994341186441809), (2924, 3.9816919172020597), (3310, 3.978599733041918), (3030, 3.953408199713698)]"
425,426,"[(5114, 4.187861365831032), (116, 4.145297792566975), (7116, 4.138526637884536), (2924, 4.129360968490415), (73290, 4.125271953022778), (3038, 4.109077365514587), (3310, 4.0888014096016185), (116897, 4.088218992192896), (1939, 4.08687335683406), (1948, 4.053605290874264)]"
426,427,"[(116, 4.5056879419210984), (1939, 4.504112810070377), (73290, 4.49692838378163), (3030, 4.480678287282765), (3038, 4.477550075048346), (8132, 4.461051964944088), (116897, 4.4608609201114735), (5114, 4.452879920982342), (6669, 4.451568932910212), (3310, 4.447426723240085)]"
427,428,"[(116, 4.480135507272276), (3038, 4.449921671687621), (116897, 4.430699784765046), (5114, 4.417910233938558), (1939, 4.415641888545308), (2924, 4.412178611385838), (8132, 4.411797295360254), (7116, 4.409205388435948), (3030, 4.402068524538712), (73290, 4.393102143550351)]"
428,429,"[(73290, 3.2029458357236953), (2924, 3.190983960931622), (1939, 3.1900789339811944), (116, 3.1677514212339717), (5114, 3.1539631027197395), (116897, 3.1316970133202107), (3038, 3.123890051477507), (858, 3.110668194460997), (8132, 3.1102457470634453), (7116, 3.094859702531411)]"
429,430,"[(5114, 4.616946359956474), (73290, 4.565774545061209), (116, 4.562835375756917), (116897, 4.561685430287298), (1939, 4.55212626335566), (7116, 4.542702252257088), (8132, 4.514652905090418), (3038, 4.509163744216171), (3310, 4.509153340929183), (6669, 4.49641881719094)]"
430,431,"[(5114, 4.8697972735638055), (73290, 4.831642785037436), (116, 4.826427835358708), (3038, 4.8140742423030245), (8132, 4.808802548674228), (7116, 4.80591550576743), (1939, 4.798612110139005), (116897, 4.790314986045389), (858, 4.790201111718571), (2924, 4.786098679271776)]"
431,432,"[(116, 4.981961791809251), (5114, 4.93738512500212), (1939, 4.925218200392282), (73290, 4.9214671243276245), (3038, 4.910317991929857), (2924, 4.906305104986455), (8132, 4.902984558435908), (7116, 4.898949003585797), (116897, 4.881667121833816), (3310, 4.876899108035443)]"
432,433,"[(116, 4.442460701175739), (1939, 4.4058542710229105), (5114, 4.404786262132845), (73290, 4.402189890801737), (3038, 4.40091901791979), (116897, 4.396457602505987), (2924, 4.38701498620999), (8132, 4.379158288520041), (7116, 4.366399424720883), (3310, 4.352836835067629)]"
433,434,"[(116, 4.37100836840415), (5114, 4.349731195576381), (73290, 4.343427142886648), (8132, 4.331252670954169), (7116, 4.301244789868516), (3038, 4.300945367879317), (2924, 4.299638853169572), (1939, 4.296763263806911), (116897, 4.289442315225187), (3030, 4.285543604591948)]"
434,435,"[(116, 4.783127298664043), (1939, 4.744335500099922), (3038, 4.743457969378535), (73290, 4.742773193469378), (6669, 4.7132969198359165), (116897, 4.708668463161008), (3310, 4.702056023310394), (7116, 4.695577455512714), (2924, 4.69411412812777), (858, 4.688218194520916)]"
